match_id,set_no,game_no,point_no,player1,player2,elapsed_time,p1_distance_run,p2_distance_run,p1_sets,p2_sets,p1_games,p2_games,p1_points_won,p2_points_won,set_victor,game_victor,point_victor,p1_score,p2_score,server,serve_no,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed
2023-wimbledon-1301,4,10,284,Carlos Alcaraz,Nicolas Jarry,3:42:48,18.374,24.586,2,1,4,5,147,137,0,0,2,40,30,1,2,6,95,BW,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,4,10,285,Carlos Alcaraz,Nicolas Jarry,3:43:49,9.086,13.871,2,1,4,5,148,137,0,0,1,40,40,1,1,3,129,C,CTL,D,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,4,10,286,Carlos Alcaraz,Nicolas Jarry,3:44:23,3.861,4.678,2,1,4,5,149,137,0,1,1,AD,40,1,1,1,113,C,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,4,11,287,Carlos Alcaraz,Nicolas Jarry,3:45:10,14.701,6.51,2,1,5,5,149,138,0,0,2,0,0,2,1,1,125,BC,CTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,4,11,288,Carlos Alcaraz,Nicolas Jarry,3:45:48,10.826,11.492,2,1,5,5,150,138,0,0,1,0,15,2,2,2,92,BW,NCTL,D,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-wimbledon-1301,4,11,289,Carlos Alcaraz,Nicolas Jarry,3:46:28,26.067,25.256,2,1,5,5,150,139,0,0,2,15,15,2,1,9,130,BC,NCTL,ND,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2023-wimbledon-1301,4,11,290,Carlos Alcaraz,Nicolas Jarry,3:47:15,17.319,11.144,2,1,5,5,151,139,0,0,1,15,30,2,1,4,113,C,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,4,11,291,Carlos Alcaraz,Nicolas Jarry,3:47:51,31.781,21.505,2,1,5,5,152,139,0,0,1,30,30,2,2,6,113,BW,NCTL,D,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2023-wimbledon-1301,4,11,292,Carlos Alcaraz,Nicolas Jarry,3:48:58,6.414,5.129,2,1,5,5,153,139,0,1,1,40,30,2,2,2,108,BW,NCTL,D,0,0,1,0,B,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2023-wimbledon-1301,4,12,293,Carlos Alcaraz,Nicolas Jarry,3:50:55,36.084,26.436,2,1,6,5,153,140,0,0,2,0,0,1,2,8,112,B,NCTL,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,4,12,294,Carlos Alcaraz,Nicolas Jarry,3:51:52,16.595,20.15,2,1,6,5,154,140,0,0,1,0,15,1,1,5,120,C,NCTL,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-wimbledon-1301,4,12,295,Carlos Alcaraz,Nicolas Jarry,3:52:30,27.722,36.86,2,1,6,5,155,140,0,0,1,15,15,1,2,3,104,B,CTL,ND,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-wimbledon-1301,4,12,296,Carlos Alcaraz,Nicolas Jarry,3:53:25,10.044,9.281,2,1,6,5,155,141,0,0,2,30,15,1,1,2,130,BW,NCTL,ND,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,4,12,297,Carlos Alcaraz,Nicolas Jarry,3:54:01,52.318,58.723,2,1,6,5,155,142,0,0,2,30,30,1,1,14,113,BW,NCTL,ND,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,4,12,298,Carlos Alcaraz,Nicolas Jarry,3:55:02,2.056,1.509,2,1,6,5,156,142,0,0,1,30,40,1,1,1,129,B,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2023-wimbledon-1301,4,12,299,Carlos Alcaraz,Nicolas Jarry,3:55:34,12.292,32.582,2,1,6,5,157,142,0,0,1,40,40,1,1,1,128,C,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,4,12,300,Carlos Alcaraz,Nicolas Jarry,3:56:11,3.767,6.518,2,1,6,5,158,142,1,1,1,AD,40,1,1,1,116,BW,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,1,1,Alexander Zverev,Matteo Berrettini,0:00:00,13.646,5.293,0,0,0,0,1,0,0,0,1,0,0,2,2,2,108,BC,NCTL,ND,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,1,2,Alexander Zverev,Matteo Berrettini,0:00:36,6.596,4.009,0,0,0,0,1,1,0,0,2,15,0,2,1,1,124,C,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,1,3,Alexander Zverev,Matteo Berrettini,0:00:58,72.403,55.989,0,0,0,0,1,2,0,0,2,15,15,2,2,9,104,BW,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,1,4,Alexander Zverev,Matteo Berrettini,0:01:52,17.565,8.453,0,0,0,0,2,2,0,0,1,15,30,2,2,2,98,W,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,1,5,Alexander Zverev,Matteo Berrettini,0:02:32,3.195,2.378,0,0,0,0,3,2,0,0,1,30,30,2,2,0,NA,NA,NA,ND,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,1,6,Alexander Zverev,Matteo Berrettini,0:03:12,5.414,4.119,0,0,0,0,3,3,0,0,2,40,30,2,1,1,125,C,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-wimbledon-1302,1,1,7,Alexander Zverev,Matteo Berrettini,0:03:37,4.703,2.976,0,0,0,0,3,4,0,0,2,40,40,2,1,1,125,C,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,1,8,Alexander Zverev,Matteo Berrettini,0:04:01,18.651,14.614,0,0,0,0,4,4,0,0,1,40,AD,2,2,4,106,B,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,1,9,Alexander Zverev,Matteo Berrettini,0:04:45,4.863,4.433,0,0,0,0,4,5,0,0,2,40,40,2,1,1,117,W,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,1,10,Alexander Zverev,Matteo Berrettini,0:05:08,21.321,24.065,0,0,0,0,5,5,0,0,1,40,AD,2,1,4,124,C,NCTL,D,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-wimbledon-1302,1,1,11,Alexander Zverev,Matteo Berrettini,0:05:42,0.971,0.589,0,0,0,0,5,6,0,0,2,40,40,2,1,1,132,C,CTL,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,1,12,Alexander Zverev,Matteo Berrettini,0:06:07,17.748,17.025,0,0,0,0,5,7,0,2,2,40,AD,2,2,3,100,BC,NCTL,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,2,13,Alexander Zverev,Matteo Berrettini,0:07:26,10.801,8.378,0,0,0,1,6,7,0,0,1,0,0,1,1,3,137,C,NCTL,ND,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-wimbledon-1302,1,2,14,Alexander Zverev,Matteo Berrettini,0:07:52,10.715,12.196,0,0,0,1,7,7,0,0,1,15,0,1,2,3,97,W,CTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,2,15,Alexander Zverev,Matteo Berrettini,0:08:33,6.632,10.454,0,0,0,1,8,7,0,0,1,30,0,1,1,3,129,BW,NCTL,ND,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,2,16,Alexander Zverev,Matteo Berrettini,0:09:00,3.931,4.061,0,0,0,1,9,7,0,1,1,40,0,1,1,1,131,BC,CTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,3,17,Alexander Zverev,Matteo Berrettini,0:09:38,4.711,6.084,0,0,1,1,9,8,0,0,2,0,0,2,1,1,114,W,CTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,3,18,Alexander Zverev,Matteo Berrettini,0:10:00,33.676,12.902,0,0,1,1,10,8,0,0,1,0,15,2,2,4,107,BC,NCTL,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,3,19,Alexander Zverev,Matteo Berrettini,0:10:46,14.696,4.662,0,0,1,1,10,9,0,0,2,15,15,2,1,3,118,W,NCTL,ND,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,3,20,Alexander Zverev,Matteo Berrettini,0:11:13,5.771,4.452,0,0,1,1,10,10,0,0,2,15,30,2,1,1,122,C,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,3,21,Alexander Zverev,Matteo Berrettini,0:11:40,20.07,10.717,0,0,1,1,10,11,0,2,2,15,40,2,2,3,106,BC,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,4,22,Alexander Zverev,Matteo Berrettini,0:14:11,19.797,24.02,0,0,1,2,11,11,0,0,1,0,0,1,1,5,134,BC,CTL,ND,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-wimbledon-1302,1,4,23,Alexander Zverev,Matteo Berrettini,0:14:42,5.527,9.473,0,0,1,2,12,11,0,0,1,15,0,1,1,3,135,W,NCTL,ND,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,4,24,Alexander Zverev,Matteo Berrettini,0:15:09,22.044,19.279,0,0,1,2,12,12,0,0,2,30,0,1,1,4,124,W,NCTL,ND,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,4,25,Alexander Zverev,Matteo Berrettini,0:15:54,19.56,24.45,0,0,1,2,13,12,0,0,1,30,15,1,1,5,128,W,CTL,ND,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,4,26,Alexander Zverev,Matteo Berrettini,0:16:30,5.568,6.851,0,0,1,2,14,12,0,1,1,40,15,1,1,1,133,C,CTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,5,27,Alexander Zverev,Matteo Berrettini,0:17:03,4.021,3.404,0,0,2,2,14,13,0,0,2,0,0,2,2,1,106,C,NCTL,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,5,28,Alexander Zverev,Matteo Berrettini,0:17:38,5.715,4.396,0,0,2,2,14,14,0,0,2,0,15,2,1,1,123,C,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,5,29,Alexander Zverev,Matteo Berrettini,0:17:59,12.276,11.873,0,0,2,2,15,14,0,0,1,0,30,2,2,4,104,BW,NCTL,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,5,30,Alexander Zverev,Matteo Berrettini,0:18:42,1.222,0.778,0,0,2,2,15,15,0,0,2,15,30,2,1,1,125,W,CTL,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,5,31,Alexander Zverev,Matteo Berrettini,0:19:07,6.431,4.514,0,0,2,2,15,16,0,2,2,15,40,2,1,1,114,W,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,6,32,Alexander Zverev,Matteo Berrettini,0:20:46,22.039,23.524,0,0,2,3,16,16,0,0,1,0,0,1,1,7,125,BW,NCTL,ND,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,6,33,Alexander Zverev,Matteo Berrettini,0:21:20,28.643,25.824,0,0,2,3,16,17,0,0,2,15,0,1,2,6,95,B,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,6,34,Alexander Zverev,Matteo Berrettini,0:22:18,8.482,7.419,0,0,2,3,17,17,0,0,1,15,15,1,1,1,133,C,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,6,35,Alexander Zverev,Matteo Berrettini,0:22:42,2.78,4.2,0,0,2,3,18,17,0,0,1,30,15,1,1,1,129,C,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,6,36,Alexander Zverev,Matteo Berrettini,0:23:04,11.155,18.797,0,0,2,3,19,17,0,1,1,40,15,1,1,3,122,W,NCTL,ND,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-wimbledon-1302,1,7,37,Alexander Zverev,Matteo Berrettini,0:23:48,6.455,4.369,0,0,3,3,19,18,0,0,2,0,0,2,1,1,115,W,CTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,7,38,Alexander Zverev,Matteo Berrettini,0:24:10,1.184,0.736,0,0,3,3,19,19,0,0,2,0,15,2,1,1,118,W,CTL,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,7,39,Alexander Zverev,Matteo Berrettini,0:24:32,5.556,2.859,0,0,3,3,19,20,0,0,2,0,30,2,1,1,116,W,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,7,40,Alexander Zverev,Matteo Berrettini,0:24:56,1.498,0.816,0,0,3,3,19,21,0,2,2,0,40,2,1,1,121,C,NCTL,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,8,41,Alexander Zverev,Matteo Berrettini,0:26:43,36.345,38.814,0,0,3,4,19,22,0,0,2,0,0,1,1,10,125,W,NCTL,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,8,42,Alexander Zverev,Matteo Berrettini,0:27:19,4.229,3.872,0,0,3,4,20,22,0,0,1,0,15,1,1,1,131,BW,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,8,43,Alexander Zverev,Matteo Berrettini,0:27:46,28.271,36.83,0,0,3,4,20,23,0,0,2,15,15,1,1,10,127,W,NCTL,ND,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,8,44,Alexander Zverev,Matteo Berrettini,0:28:29,7.168,8.783,0,0,3,4,20,24,0,0,2,15,30,1,2,2,112,BC,CTL,ND,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,8,45,Alexander Zverev,Matteo Berrettini,0:29:22,6.191,7.371,0,0,3,4,20,25,0,2,2,15,40,1,2,2,98,BC,NCTL,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2023-wimbledon-1302,1,9,46,Alexander Zverev,Matteo Berrettini,0:30:22,8.128,7.101,0,0,3,5,21,25,0,0,1,0,0,2,2,2,101,B,NCTL,ND,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,9,47,Alexander Zverev,Matteo Berrettini,0:31:01,6.102,4.483,0,0,3,5,21,26,0,0,2,15,0,2,1,1,129,C,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,9,48,Alexander Zverev,Matteo Berrettini,0:31:26,6.412,4.971,0,0,3,5,22,26,0,0,1,15,15,2,1,2,129,C,NCTL,ND,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,9,49,Alexander Zverev,Matteo Berrettini,0:31:55,12.764,7.224,0,0,3,5,22,27,0,0,2,30,15,2,1,1,130,W,CTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,9,50,Alexander Zverev,Matteo Berrettini,0:32:23,4.444,2.289,0,0,3,5,22,28,0,0,2,30,30,2,1,1,119,W,CTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,1,9,51,Alexander Zverev,Matteo Berrettini,0:32:50,17.785,14.59,0,0,3,5,22,29,2,2,2,30,40,2,1,3,127,C,NCTL,ND,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2023-wimbledon-1302,2,1,52,Alexander Zverev,Matteo Berrettini,0:35:02,12.678,9.305,0,1,0,0,23,29,0,0,1,0,0,1,1,3,133,C,CTL,ND,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,1,53,Alexander Zverev,Matteo Berrettini,0:35:26,10.698,15.154,0,1,0,0,24,29,0,0,1,15,0,1,1,3,130,BW,NCTL,ND,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-wimbledon-1302,2,1,54,Alexander Zverev,Matteo Berrettini,0:35:54,15.229,18.589,0,1,0,0,25,29,0,0,1,30,0,1,1,5,122,BW,NCTL,ND,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-wimbledon-1302,2,1,55,Alexander Zverev,Matteo Berrettini,0:36:23,5.137,5.981,0,1,0,0,26,29,0,1,1,40,0,1,1,1,131,C,CTL,D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,2,56,Alexander Zverev,Matteo Berrettini,0:37:24,8.712,7.871,0,1,1,0,26,30,0,0,2,0,0,2,1,3,127,C,NCTL,ND,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2023-wimbledon-1302,2,2,57,Alexander Zverev,Matteo Berrettini,0:37:52,17.218,15.389,0,1,1,0,26,31,0,0,2,0,15,2,1,5,121,C,NCTL,D,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2023-wimbledon-1302,2,2,58,Alexander Zverev,Matteo Berrettini,0:38:23,1.945,1.907,0,1,1,0,27,31,0,0,1,0,30,2,2,0,NA,C,CTL,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,2,59,Alexander Zverev,Matteo Berrettini,0:39:01,11.353,14.814,0,1,1,0,27,32,0,0,2,15,30,2,2,3,105,B,NCTL,ND,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,2,60,Alexander Zverev,Matteo Berrettini,0:39:42,2.164,0.861,0,1,1,0,27,33,0,2,2,15,40,2,1,1,117,W,CTL,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,3,61,Alexander Zverev,Matteo Berrettini,0:40:14,10.748,8.028,0,1,1,1,28,33,0,0,1,0,0,1,1,1,131,C,CTL,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,3,62,Alexander Zverev,Matteo Berrettini,0:40:38,0.95,1.106,0,1,1,1,29,33,0,0,1,15,0,1,1,1,131,W,CTL,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,3,63,Alexander Zverev,Matteo Berrettini,0:40:56,0.913,0.967,0,1,1,1,30,33,0,0,1,30,0,1,1,1,121,W,CTL,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,3,64,Alexander Zverev,Matteo Berrettini,0:41:13,0.628,0.911,0,1,1,1,31,33,0,1,1,40,0,1,1,1,126,C,NCTL,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,4,65,Alexander Zverev,Matteo Berrettini,0:43:00,1.486,0.654,0,1,2,1,31,34,0,0,2,0,0,2,1,1,113,W,CTL,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,4,66,Alexander Zverev,Matteo Berrettini,0:43:22,34.081,20.436,0,1,2,1,31,35,0,0,2,0,15,2,2,5,106,B,NCTL,ND,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,4,67,Alexander Zverev,Matteo Berrettini,0:44:09,4.017,3.984,0,1,2,1,31,36,0,0,2,0,30,2,2,1,108,BC,NCTL,ND,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,4,68,Alexander Zverev,Matteo Berrettini,0:44:45,10.645,7.542,0,1,2,1,31,37,0,2,2,0,40,2,1,1,120,C,CTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,5,69,Alexander Zverev,Matteo Berrettini,0:45:22,7.694,7.953,0,1,2,2,32,37,0,0,1,0,0,1,2,3,104,C,NCTL,ND,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-wimbledon-1302,2,5,70,Alexander Zverev,Matteo Berrettini,0:46:04,19.77,23.829,0,1,2,2,33,37,0,0,1,15,0,1,1,7,124,C,NCTL,ND,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-wimbledon-1302,2,5,71,Alexander Zverev,Matteo Berrettini,0:46:39,17.058,16.829,0,1,2,2,34,37,0,0,1,30,0,1,1,5,130,C,NCTL,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,5,72,Alexander Zverev,Matteo Berrettini,0:47:13,6.731,6.162,0,1,2,2,35,37,0,1,1,40,0,1,1,1,131,W,CTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,6,73,Alexander Zverev,Matteo Berrettini,0:48:56,19.792,14.444,0,1,3,2,36,37,0,0,1,0,0,2,2,4,106,B,NCTL,ND,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,6,74,Alexander Zverev,Matteo Berrettini,0:49:37,19.912,15.237,0,1,3,2,36,38,0,0,2,15,0,2,2,5,103,BC,NCTL,ND,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2023-wimbledon-1302,2,6,75,Alexander Zverev,Matteo Berrettini,0:50:25,19.786,11.067,0,1,3,2,36,39,0,0,2,15,15,2,1,3,121,C,NCTL,ND,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,6,76,Alexander Zverev,Matteo Berrettini,0:51:04,1.657,0.588,0,1,3,2,36,40,0,0,2,15,30,2,1,1,127,W,CTL,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,6,77,Alexander Zverev,Matteo Berrettini,0:51:27,6.537,3.442,0,1,3,2,36,41,0,2,2,15,40,2,1,1,118,W,CTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,7,78,Alexander Zverev,Matteo Berrettini,0:52:07,9.082,9.059,0,1,3,3,37,41,0,0,1,0,0,1,1,3,131,C,NCTL,ND,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-wimbledon-1302,2,7,79,Alexander Zverev,Matteo Berrettini,0:52:37,8.576,11.569,0,1,3,3,38,41,0,0,1,15,0,1,1,3,123,C,NCTL,D,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,7,80,Alexander Zverev,Matteo Berrettini,0:53:04,3.908,4.342,0,1,3,3,39,41,0,0,1,30,0,1,1,1,122,BW,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,7,81,Alexander Zverev,Matteo Berrettini,0:53:22,11.221,9.258,0,1,3,3,40,41,0,1,1,40,0,1,2,3,101,BW,NCTL,ND,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,8,82,Alexander Zverev,Matteo Berrettini,0:56:02,6.559,2.215,0,1,4,3,40,42,0,0,2,0,0,2,1,1,113,W,CTL,D,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,8,83,Alexander Zverev,Matteo Berrettini,0:56:22,10.427,6.815,0,1,4,3,41,42,0,0,1,0,15,2,1,2,120,W,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,8,84,Alexander Zverev,Matteo Berrettini,0:56:47,32.05,19.17,0,1,4,3,41,43,0,0,2,15,15,2,2,7,105,B,NCTL,D,0,0,0,1,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,8,85,Alexander Zverev,Matteo Berrettini,0:57:43,9.595,8.247,0,1,4,3,41,44,0,0,2,15,30,2,1,3,125,BC,NCTL,ND,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2023-wimbledon-1302,2,8,86,Alexander Zverev,Matteo Berrettini,0:58:14,45.705,22.825,0,1,4,3,42,44,0,0,1,15,40,2,2,8,112,BC,NCTL,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,8,87,Alexander Zverev,Matteo Berrettini,0:59:10,3.974,4.833,0,1,4,3,42,45,0,2,2,30,40,2,2,1,107,BC,NCTL,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,9,88,Alexander Zverev,Matteo Berrettini,1:00:08,3.465,2.801,0,1,4,4,43,45,0,0,1,0,0,1,2,1,105,C,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1302,2,9,89,Alexander Zverev,Matteo Berrettini,1:00:48,1.582,1.966,0,1,4,4,43,46,0,0,2,15,0,1,2,0,NA,NA,NA,ND,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
